"SNF VBP Program Ranking","Footnote -- SNF VBP Program Ranking","CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Footnote -- Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Performance Period: FY 2022 Risk-Standardized Readmission Rate","Footnote -- Performance Period: FY 2022 Risk-Standardized Readmission Rate","Achievement Score","Footnote -- Achievement Score","Improvement Score","Footnote -- Improvement Score","Performance Score","Footnote -- Performance Score","Incentive Payment Multiplier","Footnote -- Incentive Payment Multiplier"
7270,,375531,UNIVERSITY VILLAGE RETIREMENT COMMUNITY,8555 SOUTH LEWIS AVENUE,TULSA,OK,74137,0.21900,,0.21628,,0.00000,,0.51389,,0.51389,,0.9802671690,
7275,,375534,SIENNA EXTENDED CARE & REHAB,9221 HARMONY DRIVE,MIDWEST CITY,OK,73130,0.18059,,0.24286,,0.00000,,0.00000,,0.00000,,0.9802538758,
6885,,375536,TUSCANY VILLAGE NURSING CENTER,2333 TUSCANY BLVD,OKLAHOMA CITY,OK,73120,0.19502,,0.20569,,8.82775,,0.00000,,8.82775,,0.9806080015,
7275,,375540,MONTEVISTA REHABILITATION AND SKILLED CARE,7604 QUANAH PARKER TRAILWAY,LAWTON,OK,73505,0.23394,,0.27714,,0.00000,,0.00000,,0.00000,,0.9802538758,
4605,,375542,ATOKA MANOR,1500 SOUTH VIRGINIA STREET,ATOKA,OK,74525,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.19506,,34.25837,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",34.25837,,0.9865100986,
7275,,375546,THE VILLAGES AT SOUTHERN HILLS,5721 S LEWIS AVE,TULSA,OK,74105,0.17629,,0.21660,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,375547,ZARROW POINTE,2025 EAST 71ST STREET,TULSA,OK,74136,0.19415,,0.20851,,0.00000,,0.00000,,0.00000,,0.9802538758,
6709,,375549,IGNITE MEDICAL RESORT ADAMS PARC,6006 SE ADAMS BLVD,BARTLESVILLE,OK,74006,0.18961,,0.20464,,11.33971,,0.00000,,11.33971,,0.9807780623,
7275,,375551,MEDICAL PARK WEST REHABILITATION & SKILLED CARE,3110 HEALTHPLEX DRIVE,NORMAN,OK,73072,0.18362,,0.25404,,0.00000,,0.00000,,0.00000,,0.9802538758,
7005,,375554,SAINT SIMEONS EPISCOPAL HOME,3701 MARTIN LUTHER KING JR BLVD,TULSA,OK,74106,0.17913,,0.20634,,7.27273,,0.00000,,7.27273,,0.9805216445,
7010,,375556,SHERWOOD MANOR NURSING HOME,2416 WEST 51STSOUTH,TULSA,OK,74107,0.21146,,0.20636,,7.22488,,7.20388,,7.22488,,0.9805191885,
5887,,375558,THE HIGHLANDS AT OWASSO,10098 N 123 E AVE,OWASSO,OK,74055,0.21013,,0.20078,,20.57416,,18.10924,,20.57416,,0.9818999646,
7275,,375560,SPANISH COVE HOUSING AUTHORITY,11 PALM STREET,YUKON,OK,73099,0.19070,,0.20859,,0.00000,,0.00000,,0.00000,,0.9802538758,
2597,,375561,ST. ANN'S SKILLED NURSING AND THERAPY,9400 ST ANN'S DRIVE,OKLAHOMA CITY,OK,73162,0.22715,,0.19161,,42.51196,,56.83020,,56.83020,,1.0052027509,
7275,,375562,MCMAHON - TOMLINSON NURSING CENTER,2007 NW 52ND STREET,LAWTON,OK,73505,0.21671,,0.23210,,0.00000,,0.00000,,0.00000,,0.9802538758,
1323,,375566,ELK CROSSING,811 WEST ELK,DUNCAN,OK,73533,0.20853,,0.17803,,75.00000,,73.48688,,75.00000,,1.0150549090,
5027,,375568,MAPLEWOOD CARE CENTER,6202 EAST 61ST STREET,TULSA,OK,74136,0.17919,,0.19701,,29.59330,,0.00000,,29.59330,,0.9843621691,
7275,,375570,ACCEL AT CRYSTAL PARK,315 SW 80TH STREET,OKLAHOMA CITY,OK,73139,0.19084,,0.22763,,0.00000,,0.00000,,0.00000,,0.9802538758,
4268,,375574,THE LODGE AT BROOKLINE,5301 NORTH BROOKLINE,OKLAHOMA CITY,OK,73112,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.19350,,37.99043,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",37.99043,,0.9887739523,
4860,,375577,SENIOR VILLAGE HEALTHCARE,1104 NORTH MADISON,BLANCHARD,OK,73010,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.19629,,31.31579,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",31.31579,,0.9850724912,
7275,,375579,HIGHER CALL NURSING CENTER,407 WHITEBIRD AVENUE,QUAPAW,OK,74363,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21161,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802538758,
7275,,375581,CEARU MEDICAL RESORT,8720 SOUTH 101ST AVENUE,TULSA,OK,74133,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20766,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802538758,
7275,,375583,PARC PLACE MEDICAL RESORT,1400 EAST MEMORIAL ROAD,OKLAHOMA CITY,OK,73131,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20873,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802538758,
6973,,385010,LAURELHURST VILLAGE,3060 SE STARK STREET,PORTLAND,OR,97214,0.20606,,0.20617,,7.67943,,0.00000,,7.67943,,0.9805429871,
6493,,385015,REGENCY GRESHAM NURSING & REHAB CENTER,5905 SE POWELL VALLEY RD,GRESHAM,OR,97080,0.19697,,0.20359,,13.85167,,0.00000,,13.85167,,0.9809944226,
2529,,385018,PROVIDENCE BENEDICTINE NURSING CENTER,540 SOUTH MAIN STREET,MOUNT ANGEL,OR,97362,0.19736,,0.18528,,57.65550,,38.62586,,57.65550,,1.0058910375,
2430,,385024,AVAMERE HEALTH SERVICES OF ROGUE VALLEY,625 STEVENS STREET,MEDFORD,OR,97504,0.19119,,0.18476,,58.89952,,24.87918,,58.89952,,1.0068895236,
4314,,385031,AVAMERE CRESTVIEW OF PORTLAND,6530 SW 30TH AVENUE,PORTLAND,OR,97239,0.21868,,0.19782,,27.65550,,37.56274,,37.56274,,0.9884888173,
6587,,385044,PRESTIGE CARE AND REHABILITATION - MENLO PARK,745 NE 122ND AVENUE,PORTLAND,OR,97230,0.21540,,0.20725,,5.09569,,12.82200,,12.82200,,0.9808994321,
1980,,385046,HILLSIDE HEIGHTS REHABILITATION CENTER,1201 MCLEAN BLVD.,EUGENE,OR,97405,0.19809,,0.18236,,64.64115,,50.34835,,64.64115,,1.0108072181,
3119,,385049,COLUMBIA BASIN CARE FACILITY,1015 WEBBER STREET,THE DALLES,OR,97058,0.18126,,0.18821,,50.64593,,0.00000,,50.64593,,0.9995785244,
4221,,385053,AVAMERE REHABILITATION OF EUGENE,2360 CHAMBERS STREET,EUGENE,OR,97405,0.21850,,0.19731,,28.87560,,38.39545,,38.39545,,0.9890500851,
1,,385064,REGENCY CARE OF ROGUE VALLEY,1710 NE FAIRVIEW AVENUE,GRANTS PASS,OR,97526,0.18501,,0.16410,,100.00000,,90.00000,,100.00000,,1.0176785153,
4571,,385068,VILLAGE HEALTH CARE,3955 SE 182ND AVENUE,GRESHAM,OR,97030,0.21127,,0.19487,,34.71292,,34.42308,,34.71292,,0.9867588996,
1,,385072,CORVALLIS MANOR,160 NE CONIFER BLVD,CORVALLIS,OR,97330,0.18030,,0.16372,,100.00000,,90.00000,,100.00000,,1.0176785153,
1,,385077,MARQUIS SPRINGFIELD,1333 N. 1ST STREET,SPRINGFIELD,OR,97477,0.19788,,0.16759,,100.00000,,90.00000,,100.00000,,1.0176785153,
3148,,385091,HEARTHSTONE NURSING & REHABILITATION CENTER,2901 E. BARNETT ROAD,MEDFORD,OR,97504,0.19481,,0.18832,,50.38278,,20.81543,,50.38278,,0.9993291453,
4357,,385104,HOOD RIVER CARE CENTER,729 HENDERSON ROAD,HOOD RIVER,OR,97031,0.19714,,0.19392,,36.98565,,6.72188,,36.98565,,0.9881146340,
1,,385107,TIMBERVIEW CARE CENTER,1023 6TH AVE SW,ALBANY,OR,97321,0.22474,,0.15613,,100.00000,,90.00000,,100.00000,,1.0176785153,
1,,385112,WEST HILLS HEALTH & REHABILITATION,5701 SW MULTNOMAH BLVD,PORTLAND,OR,97219,0.17465,,0.14868,,100.00000,,90.00000,,100.00000,,1.0176785153,
2562,,385117,FRENCH PRAIRIE NURSING & REHABILITATION CENTER,601 EVERGREEN ROAD,WOODBURN,OR,97071,0.20396,,0.18549,,57.15311,,48.86410,,57.15311,,1.0054743937,
2311,,385120,VALLEY WEST HEALTH CARE CENTER,2300 WARREN STREET,EUGENE,OR,97405,0.19291,,0.18414,,60.38278,,32.73666,,60.38278,,1.0080137388,
1,,385126,AVAMERE AT THREE FOUNTAINS,835 CRATER LAKE AVENUE,MEDFORD,OR,97504,0.19722,,0.16333,,100.00000,,90.00000,,100.00000,,1.0176785153,
4328,,385132,AVAMERE REHABILITATION OF KING CITY,16485 SW PACIFIC HIGHWAY,TIGARD,OR,97224,0.18308,,0.19375,,37.39234,,0.00000,,37.39234,,0.9883770673,
2393,,385133,"FAIRLAWN HEALTH AND REHAB OF CASCADIA, LLC",3457 NE DIVISION STREET,GRESHAM,OR,97030,0.19585,,0.18455,,59.40191,,38.16272,,59.40191,,1.0072786329,
5687,,385136,GLISAN CARE CENTER,9750 NE GLISAN STREET,PORTLAND,OR,97220,0.18382,,0.19987,,22.75120,,0.00000,,22.75120,,0.9823336428,
1,,385137,MARQUIS PLUM RIDGE POST ACUTE REHAB,1401 BRYANT WILLIAMS DR.,KLAMATH FALLS,OR,97601,0.14640,,0.15672,,100.00000,,0.00000,,100.00000,,1.0176785153,
779,,385138,PILOT BUTTE REHABILITATION CENTER,1876 NE HIGHWAY 20,BEND,OR,97701,0.17967,,0.17310,,86.79426,,60.70000,,86.79426,,1.0169986396,
7005,,385141,MARQUIS MT TABOR,6040 SE BELMONT STREET,PORTLAND,OR,97215,0.18723,,0.20634,,7.27273,,0.00000,,7.27273,,0.9805216445,
1,,385142,REGENCY FLORENCE,1951 E. 21ST STREET,FLORENCE,OR,97439,0.15323,,0.16781,,100.00000,,0.00000,,100.00000,,1.0176785153,
1,,385143,UMPQUA VALLEY NURSING & REHABILITATION CENTER,525 W. UMPQUA STREET,ROSEBURG,OR,97471,0.16279,,0.16009,,100.00000,,90.00000,,100.00000,,1.0176785153,
1816,,385144,CLATSOP CARE CENTER,646 16TH STREET,ASTORIA,OR,97103,0.21744,,0.18317,,62.70335,,66.73959,,66.73959,,1.0119429783,
3426,,385145,ROBISON JEWISH HEALTH CENTER,6125 SW BOUNDARY STREET,PORTLAND,OR,97221,0.18244,,0.18954,,47.46411,,0.00000,,47.46411,,0.9965741912,
1336,,385148,ROYALE GARDENS HEALTH & REHABILITATION CENTER,2075 NW HIGHLAND AVENUE,GRANTS PASS,OR,97526,0.16453,,0.17811,,74.80861,,0.00000,,74.80861,,1.0150035996,
869,,385149,HIGHLAND HOUSE NURSING & REHABILITATION CENTER,2201 NW HIGHLAND AVENUE,GRANTS PASS,OR,97526,0.18174,,0.17395,,84.76077,,59.54018,,84.76077,,1.0167943955,
1010,,385151,ROSE HAVEN NURSING CENTER,740 NW HILL,ROSEBURG,OR,97471,0.18368,,0.17535,,81.41148,,54.45753,,81.41148,,1.0163604163,
1086,,385155,FOREST GROVE REHABILITATION AND CARE CENTER,3900 PACIFIC AVENUE,FOREST GROVE,OR,97116,0.15784,,0.17601,,79.83254,,0.00000,,79.83254,,1.0161044990,
5493,,385156,GREEN VALLEY REHABILITATION HEALTH CENTER,1735 ADKINS STREET,EUGENE,OR,97401,0.18397,,0.19898,,24.88038,,0.00000,,24.88038,,0.9828458337,
1301,,385157,LIFE CARE CTR OF COOS BAY,2890 OCEAN BLVD,COOS BAY,OR,97420,0.18972,,0.17781,,75.52632,,54.40150,,75.52632,,1.0151917810,
1,,385161,MILTON FREEWATER HEALTH AND REHABILITATION CENTER,120 ELZORA STREET,MILTON FREEWATER,OR,97862,0.19263,,0.16781,,100.00000,,90.00000,,100.00000,,1.0176785153,
1532,,385162,AVAMERE REHABILITATION OF NEWPORT,835 SW 11TH STREET,NEWPORT,OR,97365,0.22831,,0.18337,,62.22488,,71.63711,,71.63711,,1.0140231959,
661,,385165,CURRY VILLAGE HEALTH AND REHAB OF CASCADIA,1 PARK AVENUE,BROOKINGS,OR,97415,0.17800,,0.17165,,90.26316,,71.23049,,90.26316,,1.0172675408,
1,,385166,MARYVILLE,14645 SW FARMINGTON ROAD,BEAVERTON,OR,97007,0.16402,,0.16955,,100.00000,,0.00000,,100.00000,,1.0176785153,
6817,,385167,SOUTH HILLS REHABILITATION CEN,1166 E. 28TH AVENUE,EUGENE,OR,97403,0.18628,,0.20528,,9.80861,,0.00000,,9.80861,,0.9806695546,
3539,,385168,AVAMERE REHABILITATION OF LEBANON,350 S. 8TH,LEBANON,OR,97355,0.23108,,0.19961,,23.37321,,46.24573,,46.24573,,0.9954472198,
6689,,385171,LIFE CARE CENTER OF MCMINNVILLE,1309 NE 27TH STREET,MCMINNVILLE,OR,97128,0.19401,,0.20452,,11.62679,,0.00000,,11.62679,,0.9808002445,
6404,,385172,THE DALLES HEALTH AND REHABILITATION CENTER,1023 W. 25TH STREET,THE DALLES,OR,97058,0.18848,,0.20316,,14.88038,,0.00000,,14.88038,,0.9810990450,
6231,,385180,MARQUIS NEWBERG,441 WERTH BLVD,NEWBERG,OR,97132,0.18004,,0.20237,,16.77033,,0.00000,,16.77033,,0.9813197299,
2663,,385182,CRESWELL HEALTH AND REHABILITATION CENTER,735 SOUTH 2ND STREET,CRESWELL,OR,97426,0.20808,,0.18605,,55.81340,,52.35486,,55.81340,,1.0043289132,
4405,,385183,MARQUIS CENTENNIAL POST ACUTE REHAB,725 SE 202ND AVENUE,PORTLAND,OR,97233,0.19726,,0.19410,,36.55502,,6.45343,,36.55502,,0.9878433312,
6834,,385185,AVAMERE RIVERPARK OF EUGENE,425 ALEXANDER LOOP,EUGENE,OR,97401,0.20839,,0.20538,,9.56938,,2.77376,,9.56938,,0.9806539998,
4674,,385187,CASCADE TERRACE,5601 SE 122ND AVENUE,PORTLAND,OR,97236,0.19367,,0.19537,,33.51675,,0.00000,,33.51675,,0.9861198397,
2070,,385189,AVAMERE TRANSITIONAL CARE AT SUNNYSIDE,4515 SUNNYSIDE ROAD SE,SALEM,OR,97302,0.19595,,0.18288,,63.39713,,44.73364,,63.39713,,1.0100592480,
3848,,385190,GRESHAM POST ACUTE CARE AND REHABILITATION,405 NE 5TH STREET,GRESHAM,OR,97030,0.21359,,0.19274,,39.80861,,42.47268,,42.47268,,0.9921469494,
7275,,385195,AVAMERE REHABILITATION OF BEAVERTON,11850 SW ALLEN BLVD.,BEAVERTON,OR,97008,0.20532,,0.22576,,0.00000,,0.00000,,0.00000,,0.9802538758,
1,,385197,LINDA VISTA NURSING & REHAB CENTER,135 MAPLE STREET,ASHLAND,OR,97520,0.17394,,0.16587,,100.00000,,90.00000,,100.00000,,1.0176785153,
1,,385201,WILLOWBROOK TERRACE,707 SW 37TH STREET,PENDLETON,OR,97801,0.16045,,0.16928,,100.00000,,0.00000,,100.00000,,1.0176785153,
2780,,385203,AVAMERE REHABILITATION OF CLACKAMAS,220 E. HEREFORD,GLADSTONE,OR,97027,0.18184,,0.18663,,54.42584,,0.00000,,54.42584,,1.0030960685,
3475,,385204,MARQUIS FOREST GROVE POST ACUTE REHAB,3300 19TH AVENUE,FOREST GROVE,OR,97116,0.16845,,0.18977,,46.91388,,0.00000,,46.91388,,0.9960626065,
6929,,385207,DALLAS RETIREMENT VILLAGE HEALTH CENTER,377 NW JASPER STREET,DALLAS,OR,97338,0.19930,,0.20595,,8.20574,,0.00000,,8.20574,,0.9805718881,
2400,,385208,MARQUIS PIEDMONT POST ACUTE REHAB,319 NE RUSSET,PORTLAND,OR,97211,0.18517,,0.18459,,59.30622,,0.00000,,59.30622,,1.0072051663,
1676,,385211,LAGRANDE POST ACUTE REHAB,91 ARIES LANE,LA GRANDE,OR,97850,0.18085,,0.18053,,69.01914,,0.00000,,69.01914,,1.0130052770,
1,,385214,MARQUIS MILL PARK,1475 SE 100TH AVENUE,PORTLAND,OR,97216,0.15514,,0.14973,,100.00000,,90.00000,,100.00000,,1.0176785153,
6915,,385217,EMPRES HILLSBORO HEALTH AND REHABILITATION CENTER,1778 NE CORNELL ROAD,HILLSBORO,OR,97124,0.18608,,0.20587,,8.39713,,0.00000,,8.39713,,0.9805827691,
3836,,385218,MARQUIS VERMONT HILLS,6010 SW SHATTUCK ROAD,PORTLAND,OR,97221,0.18285,,0.19155,,42.65550,,0.00000,,42.65550,,0.9922984006,
4964,,385220,REGENCY ALBANY,805 19TH AVENUE SE,ALBANY,OR,97321,0.18142,,0.19675,,30.21531,,0.00000,,30.21531,,0.9846081080,
4088,,385221,MARQUIS OREGON CITY POST ACUTE REHAB,1680 MOLALLA AVENUE,OREGON CITY,OR,97045,0.17512,,0.19272,,39.85646,,0.00000,,39.85646,,0.9900948953,
5896,,385222,MEADOW PARK HEALTH & SPECIALTY CARE CENTER,75 SHORE DRIVE,SAINT HELENS,OR,97051,0.18202,,0.20081,,20.50239,,0.00000,,20.50239,,0.9818870533,
4141,,385224,WINDSOR HEALTH & REHABILITATION CENTER,820 COTTAGE STREET NE,SALEM,OR,97301,0.16730,,0.19300,,39.18660,,0.00000,,39.18660,,0.9896064736,
4951,,385225,PRESTIGE POST - ACUTE & REHAB CENTER - MCMINNVILLE,421 SE EVANS STREET,MCMINNVILLE,OR,97128,0.17316,,0.19670,,30.33493,,0.00000,,30.33493,,0.9846567535,
1284,,385230,REGENCY REDMOND REHABILITATION AND NURSING CENTER,3025 SW RESERVOIR DRIVE,REDMOND,OR,97756,0.17186,,0.17768,,75.83732,,0.00000,,75.83732,,1.0152698116,
1299,,385232,LAUREL HILL NURSING CENTER,859 NE 6TH STREET,GRANTS PASS,OR,97526,0.17831,,0.17780,,75.55024,,0.90278,,75.55024,,1.0151978567,
5131,,385233,AVAMERE COURT AT KEIZER,5210 RIVER ROAD N.,KEIZER,OR,97303,0.20265,,0.19740,,28.66029,,10.91874,,28.66029,,0.9840147112,
1,,385234,SALEM TRANSITIONAL CARE,3445 BOONE ROAD SE,SALEM,OR,97317,0.22103,,0.15740,,100.00000,,90.00000,,100.00000,,1.0176785153,
5217,,385239,AVAMERE REHABILITATION OF COOS BAY,2625 KOOS BAY BLVD,COOS BAY,OR,97420,0.18230,,0.19780,,27.70335,,0.00000,,27.70335,,0.9836839184,
1214,,385244,NEHALEM VALLEY CARE CENTER,280 ROWE STREET,WHEELER,OR,97147,0.19441,,0.17712,,77.17703,,64.88682,,77.17703,,1.0155829806,
4242,,385250,ROGUE VALLEY MANOR,1200 MIRA MAR AVENUE,MEDFORD,OR,97504,0.18455,,0.19341,,38.20574,,0.00000,,38.20574,,0.9889200073,
7275,,385251,AVAMERE REHABILITATION OF HILLSBORO,650 SE OAK STREET,HILLSBORO,OR,97123,0.20485,,0.21338,,0.00000,,0.00000,,0.00000,,0.9802538758,
3023,,385253,BEND TRANSITIONAL CARE,900 NE 27TH STREET,BEND,OR,97701,0.19826,,0.18781,,51.60287,,31.55124,,51.60287,,1.0004829669,
613,,385259,HOLLADAY PARK PLAZA,1300 NE 16TH AVENUE,PORTLAND,OR,97232,0.18595,,0.17084,,92.20096,,87.81327,,92.20096,,1.0173829650,
1,,385260,MARQUIS HOPE VILLAGE,1577 S IVY,CANBY,OR,97013,0.16438,,0.16885,,100.00000,,0.00000,,100.00000,,1.0176785153,
1,,385263,REGENCY HERMISTON NURSING & REHAB CENTER,970 W JUNIPER AVENUE,HERMISTON,OR,97838,0.19821,,0.16893,,100.00000,,90.00000,,100.00000,,1.0176785153,
6452,,385266,MARQUIS WILSONVILLE POST ACUTE REHAB,30900 SW PARKWAY AVENUE,WILSONVILLE,OR,97070,0.19001,,0.20339,,14.33014,,0.00000,,14.33014,,0.9810418208,
7275,,385268,GATEWAY CARE AND RETIREMENT,39 NE 102ND AVENUE,PORTLAND,OR,97220,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21429,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802538758,
6649,,385269,VILLAGE AT HILLSIDE,400 NW HILLSIDE PARK WAY,MCMINNVILLE,OR,97128,0.21117,,0.20430,,12.15311,,11.55422,,12.15311,,0.9808425305,
6609,,385270,PRESTIGE POST - ACUTE & REHAB CENTER - MILWAUKIE,12045 SE STANLEY AVENUE,MILWAUKIE,OR,97222,0.19945,,0.20411,,12.60766,,0.00000,,12.60766,,0.9808808017,
3915,,385271,"PEARL AT KRUSE WAY, THE",4550 CARMAN DRIVE,LAKE OSWEGO,OR,97035,0.20586,,0.19196,,41.67464,,33.40840,,41.67464,,0.9914976535,
1,,385273,PIONEER NURSING HOME,1060 D STREET WEST,VALE,OR,97918,0.18515,,0.16574,,100.00000,,90.00000,,100.00000,,1.0176785153,
4134,,385279,MARQUIS TUALATIN POST ACUTE REHAB,19945 SW BOONES FERRY ROAD,TUALATIN,OR,97062,0.17935,,0.19295,,39.30622,,0.00000,,39.30622,,0.9896925373,
7275,,385284,CEDAR CROSSINGS,6003 SE 136TH AVENUE,PORTLAND,OR,97236,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21748,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802538758,
6896,,390093,CLARION HOSPITAL,ONE HOSPITAL DRIVE,CLARION,PA,16214,0.19561,,0.20576,,8.66029,,0.00000,,8.66029,,0.9805980638,
6142,,390125,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,HONESDALE,PA,18431,0.17299,,0.20193,,17.82297,,0.00000,,17.82297,,0.9814605843,
1984,,390199,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,0.16990,,0.18237,,64.61722,,0.00000,,64.61722,,1.0107933599,
709,,395001,PASSAVANT RETIREMENT AND HEALT,105 BURGESS DRIVE,ZELIENOPLE,PA,16063,0.19118,,0.17236,,88.56459,,82.49419,,88.56459,,1.0171470020,
7275,,395003,QUALITY LIFE SERVICES - NEW CASTLE,520 FRIENDSHIP STREET,NEW CASTLE,PA,16101,0.16474,,0.22427,,0.00000,,0.00000,,0.00000,,0.9802538758,
1569,,395006,ST JOSEPH'S MANOR,1616 HUNTINGDON PIKE,MEADOWBROOK,PA,19046,0.18912,,0.17973,,70.93301,,43.27763,,70.93301,,1.0137693250,
2529,,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,WARRINGTON,PA,18976,0.19922,,0.18528,,57.65550,,42.17428,,57.65550,,1.0058910375,
7275,,395011,PLATINUM RIDGE CTR FOR REHAB & HEALING,1050 BROADVIEW BOULEVARD,BRACKENRIDGE,PA,15014,0.19465,,0.26564,,0.00000,,0.00000,,0.00000,,0.9802538758,
1,,395012,BROOKVIEW HEALTH CARE CENTER,1000 NORTHFIELD DRIVE,CHAMBERSBURG,PA,17201,0.15434,,0.16914,,100.00000,,0.00000,,100.00000,,1.0176785153,
7275,,395013,ELDERCREST HEALTHCARE AND REHABILITATION CENTER,2600 WEST RUN ROAD,MUNHALL,PA,15120,0.18956,,0.26070,,0.00000,,0.00000,,0.00000,,0.9802538758,
2186,,395015,BRIGHTON REHABILITATION AND WELLNESS CENTER,246 FRIENDSHIP CIRCLE,BEAVER,PA,15009,0.17272,,0.18348,,61.96172,,0.00000,,61.96172,,1.0091261249,
4564,,395016,HANOVER HALL FOR NURSING AND REHABILITATION,267 FREDERICK STREET,HANOVER,PA,17331,0.18470,,0.19485,,34.76077,,0.00000,,34.76077,,0.9867855193,
2536,,395023,PHOEBE RICHLAND HCC,108 SOUTH MAIN STREET,RICHLANDTOWN,PA,18955,0.18686,,0.18532,,57.55981,,3.95870,,57.55981,,1.0058122536,
6746,,395028,SQUIRREL HILL WELLNESS AND REHABILITATION CENTER,2025 WIGHTMAN STREET,PITTSBURGH,PA,15217,0.22973,,0.22022,,0.00000,,10.83417,,10.83417,,0.9807404546,
7275,,395032,MCMURRAY HILLS MANOR,249 WEST MCMURRAY ROAD,MCMURRAY,PA,15317,0.19842,,0.21847,,0.00000,,0.00000,,0.00000,,0.9802538758,
6541,,395034,VINCENTIAN HOME,111 PERRYMONT ROAD,PITTSBURGH,PA,15237,0.20545,,0.20385,,13.22967,,0.00000,,13.22967,,0.9809359335,
7275,,395037,KINGSTON COURT SKILLED NURSING AND REHABILITATION,2400 KINGSTON COURT,YORK,PA,17402,0.19440,,0.25174,,0.00000,,0.00000,,0.00000,,0.9802538758,
2770,,395041,TWINBROOK HEALTHCARE AND REHABILITATION CENTER,3805 FIELD STREET,ERIE,PA,16511,0.19564,,0.18659,,54.52153,,29.84790,,54.52153,,1.0031824190,
1054,,395042,NIGHTINGALE NURSING AND REHAB CENTER,607 EAST 26TH STREET,ERIE,PA,16504,0.20745,,0.17576,,80.43062,,78.88036,,80.43062,,1.0162057863,
2872,,395045,"MOUNTAIN VIEW, A NURSING AND REHABILITATION CENTE",2050 TREVORTON ROAD,COAL TOWNSHIP,PA,17866,0.18134,,0.18709,,53.32536,,0.00000,,53.32536,,1.0020909255,
6633,,395047,HERITAGE POINTE REHABILITATION AND HEALTHCARE CTR,400 SOUTH MAIN STREET,DOYLESTOWN,PA,18901,0.20744,,0.20422,,12.34450,,3.52528,,12.34450,,0.9808584426,
7275,,395050,GARVEY MANOR,1037 SOUTH LOGAN BOULEVARD,HOLLIDAYSBURG,PA,16648,0.19443,,0.21268,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,395052,ROSEWOOD GARDENS REHABILITATION AND NURSING CENTER,146 MARPLE ROAD,BROOMALL,PA,19008,0.20975,,0.23497,,0.00000,,0.00000,,0.00000,,0.9802538758,
5454,,395058,REST HAVEN - YORK,1050 SOUTH GEORGE STREET,YORK,PA,17403,0.18756,,0.19887,,25.14354,,0.00000,,25.14354,,0.9829158855,
5287,,395066,JEFFERSON HILLS HEALTHCARE AND REHABILITATION CENT,448 OLD CLAIRTON ROAD,CLAIRTON,PA,15025,0.20837,,0.19807,,27.05742,,21.61499,,27.05742,,0.9834745929,
